station,mape,daily_avg,cv,weekend_ratio,season_ratio,spike_pct
New Jersey Ave & K St NW,29.75402803357777,22.01983584131327,0.5223814453590652,1.1337265376666386,2.296646498757094,0.0
11th & O St NW,29.83248909084986,46.53761969904241,0.3752595982229384,1.0626508400673242,1.7894673479287722,0.0
Pentagon City Metro / 12th St & S Hayes St,29.920250119989976,18.74076607387141,0.4894895593462498,0.9767076794274082,2.235471530390336,0.0
Tanner Park,29.979713039152774,42.60054719562243,0.6866355472995788,1.0938086258653381,1.770112189084521,0.18231540565177756
9th & Upshur St NW,30.271534478602657,23.96238030095759,0.5026203431416092,0.9861009898349655,2.035166805404367,0.09115770282588878
7th & Monroe St NE,30.5043359043322,16.580711354309166,0.8210578253826545,1.299149386459372,1.8454813588813206,2.096627164995442
New York Ave & Hecht Ave NE,30.57873299284255,25.473324213406293,0.39826343921373414,1.1102290750079724,1.7834558847305486,0.0
10th & K St NW,30.908868697520216,39.16142270861833,0.41696325927254824,0.8165783630135701,2.1841605379474656,0.0
11th & M St NW,31.00563924924371,72.07523939808482,0.3418586857565532,0.975735279436136,1.7550181229447124,0.0
New Hampshire Ave & 24th St NW,31.197214497745595,46.458960328317374,0.3951101053856089,0.8700295117642608,1.8616845823414212,0.0
North Capitol & R St NE,31.511667008901867,25.48016415868673,0.42954629092124924,1.0454382123700972,1.9682651699765132,0.0
13th & D St NE,31.959524923246498,29.877564979480166,0.38837721138332587,0.8978600569087757,1.7582941231926907,0.0
Vermont Ave & I St NW,32.12615712669519,39.65389876880985,0.41833956373155284,0.7287578328476754,1.9388402657714932,0.0
15th & East Capitol St NE,32.494935243144,20.480848153214776,0.4077118288275272,0.9276112177717718,1.8948034837362904,0.0
11th & S St NW,32.769672329793806,46.41039671682626,0.4237704414762685,1.08171974522293,1.8149779735682818,0.0
8th & D St NW,32.82328557535963,25.966484268125853,0.49705015012143516,0.8845710356713262,2.360301747758462,0.18231540565177756
3rd & H St NE,33.26490522275638,49.06497948016416,0.3722774329574931,1.0886758508020666,1.8621941419347687,0.09115770282588878
8th & V St NW,33.290586193921285,47.32216142270862,0.48202754348559335,1.2016931918082567,1.9741648286350224,0.0
18th St & Wyoming Ave NW,33.602941064745416,66.24829001367989,0.3955067440717401,1.1692246630275966,1.8298128390948842,0.0
4th & W St NE,33.76226158998384,18.145690834473324,0.4318811851834132,0.9703467375164863,1.7256745534646079,0.09115770282588878
11th & V St NW,33.78999689956779,27.3734610123119,0.7568460749781598,1.1143531483946274,1.5719063545150502,0.18231540565177756
15th & W St NW,34.10593020569369,74.94049247606019,0.3764292309559901,1.0718360056013962,1.9009886474612263,0.0
11th & F St NW,34.24479764575761,20.694938440492475,0.5062406031406803,0.8271834206517538,2.1688258686635726,0.09115770282588878
2nd & G St NE,34.77772743459212,39.48837209302326,0.42773226842754897,0.8016695048996514,1.8448350850965711,0.0
18th & L St NW,34.81625809677437,32.16826265389877,0.4920298198279318,0.5387939194681178,2.0833712762271306,0.0
1st & Washington Hospital Center NW,34.956187873997244,15.811901504787961,0.4989748848344878,0.533621954373956,1.8294250822137392,0.0
Wisconsin Ave & O St NW,34.95812644227736,45.75376196990424,0.4726909274760818,1.1759326575049764,2.046404474470191,0.0
14th & Upshur St NW,34.959837967674055,13.12859097127223,0.6197201877352442,1.0564709461794142,2.5082100161242615,0.8204193254329991
Van Ness Metro / UDC,35.02753427734343,15.60328317373461,0.5657514924406657,0.9205035247563766,2.167048430486874,0.18231540565177756
20th St & Florida Ave NW,35.12607072767714,37.620383036935706,0.3940152979799196,0.9717249556054145,1.94268651876672,0.0
13th & H St NE,35.15108477902108,42.60533515731874,0.43439449437075617,1.0710442382766197,1.870387334695699,0.18231540565177756
Calvert St & Woodley Pl NW,35.151496078919706,33.22024623803009,0.4157115858196927,0.9554994446923026,1.6782826009344491,0.0
Edgewood Rec Center,35.162665369551185,15.419972640218878,0.5107633424019155,0.7884173069502879,1.8022350562396332,0.0
15th St & Massachusetts Ave SE,35.174958821568474,20.45280437756498,0.41656401381355185,0.9467593549575685,2.0422811287245937,0.0
3rd St & Pennsylvania Ave SE,35.27267615805732,39.705198358413135,0.44018300490023266,0.895235244969771,2.214428697253583,0.0
Virginia Square Metro / Monroe St & 9th St N,35.2899728842075,16.202462380300958,0.5532256933088352,0.8529336099714978,2.416511690125221,0.0
6th St & Indiana Ave NW,35.48622346056973,33.627906976744185,0.48859233225066656,0.7201034350187593,2.1442164499893632,0.0
Potomac & Pennsylvania Ave SE,35.498735905569454,26.887140902872776,0.43093319649122575,1.1481108791122396,2.1142174907969356,0.0
15th & L St NW,35.69177080073667,28.45075239398085,0.5359593982862793,0.44484163699523915,2.001341149217289,0.0
11th & Park Rd NW,36.06398683580447,40.093023255813954,0.4433972549066416,1.0646891242250767,1.815277330611518,0.0
13th St & New York Ave NW,36.095688020380905,25.729138166894664,0.524714307152636,0.59185029089743,1.917599465849731,0.0
North Capitol St & F St NW,36.17565617805502,34.0984952120383,0.4678732729617367,0.6420136638039105,1.8863336059900586,0.0
Georgia & Missouri Ave NW,36.242880634316066,11.752393980848153,0.640788192808575,0.9851059150604785,2.3210580502098677,0.6381039197812215
North Capitol St & G Pl NE,36.33913726952382,16.307113543091656,0.5151817878256872,0.6020474086535752,1.6671894621673915,0.0
24th & N St NW,36.53022237987392,25.753077975376197,0.4489769846504116,0.7569595174077863,2.0705060357649336,0.0
Woodley Park Metro / Calvert St & Connecticut Ave NW,36.65798948664989,35.04924760601915,0.465175796348522,1.202356166202674,2.1037860870695475,0.0
Massachusetts Ave & 6th St NE,36.72943006299558,26.01983584131327,0.45068286652338485,0.9299099701477473,1.8914140910269968,0.0
3rd & Tingey St SE,36.78226467178459,25.745554035567714,0.5370307628928955,1.2043532171797693,2.8299851948440025,0.0
Rhode Island Ave Metro,37.005812627756846,15.635430916552668,0.5531797054044035,0.9091290474756424,1.7406789092932666,0.0
18th & M St NW,37.068671533771955,38.77017783857729,0.43815641039988923,0.7039054515511854,2.1220107097101217,0.0
1st & H St NW,37.25238783058378,26.610807113543093,0.37996508817805535,0.9646615495561963,1.5285959170952157,0.0
Potomac & M St NW,37.326619302970705,44.80437756497948,0.5104831690539788,1.1750226569911941,2.4883268582867695,0.09115770282588878
Columbia Rd & Georgia Ave NW,37.53973513573237,36.96032831737346,0.4386328675576953,0.9662909109261876,1.8139405619416005,0.0
4th & Florida Ave NE,37.60759741154052,71.99110807113543,0.4577817608973555,1.2909367802812308,2.1319878224133935,0.09115770282588878
39th & Calvert St NW / Stoddert,37.77166930752448,21.06361149110807,0.6149151690454122,0.9964218768504892,2.143855144643971,0.3646308113035551
17th St & Massachusetts Ave NW,37.80506973705385,40.34678522571819,0.4730957924588705,0.6082487415758141,1.6786112438286351,0.0
Park Pl & Rock Creek Church Rd NW,38.06009307143172,16.312585499316004,0.8261389758548902,0.9463793085547222,1.681521739130435,1.0938924339106655
Crystal City Metro / 18th St & S Bell St,38.1449441837918,18.19562243502052,0.5126079610796319,0.7607601608283454,2.4403593927501808,0.0
Clarendon Blvd & Pierce St,38.27588706497047,12.939124487004104,0.5506159352845315,0.8936247096456972,2.118654031556423,0.09115770282588878
12th & L St NW,38.287074459202735,38.524623803009575,0.38603593415367055,0.7997098889438565,1.7580353449041435,0.0
Neal St & Trinidad Ave NE,38.35405766710353,13.53419972640219,0.5538742305763922,0.82737295711945,1.9827467218771566,0.09115770282588878
Virginia Ave & 25th St NW,38.7004662080542,28.007523939808483,0.5053891246115095,1.041971856796184,2.58068365600515,0.09115770282588878
Hamlin & 7th St NE,38.714053809364366,14.733242134062927,0.5541387800100106,0.9819464988528919,1.7402396751510347,0.18231540565177756
17th & G St NW,38.99554138682294,41.77975376196991,0.4883730763163391,0.7079321498756859,1.9154825292087239,0.0
Kansas Ave & Sherman Cr NW,39.07669696400782,16.98016415868673,0.4565894738102907,0.8003219009545928,1.7915211369384558,0.0
22nd & P ST NW,39.1415898465309,47.222298221614224,0.4222896772772661,1.1519954668879195,2.1922422947780666,0.0
4th & G St SW,39.27632512909792,37.22093023255814,0.5858797736078379,0.967318391908861,2.5086168499674515,0.0
15th & Euclid St NW,39.48963502033324,47.31190150478796,0.5426684436015143,1.1141265421344977,2.035189734669824,0.09115770282588878
17th & P St NW,39.69794528584161,65.02051983584131,0.39134301236716185,0.977282447270475,1.8990823567482606,0.0
1st & K St NE,39.796795859400035,57.85430916552668,0.44721890563058314,0.8175573891991873,1.991258339084426,0.0
Connecticut Ave & Macomb St NW / Cleveland Park,39.886973382987996,15.454172366621068,0.512695237616448,1.1299700226738194,2.180535107499829,0.0
MBT & Bryant St NE,40.02344109850853,42.16415868673051,0.5644986434752337,1.3916432198521487,2.4344103367509966,0.4557885141294439
Thomas Circle,40.15607036724168,60.238030095759235,0.3750260392724002,0.8935183915886624,2.0335626011222416,0.0
7th & E St SW,40.16502601160195,15.412448700410396,0.5387424303412531,0.8730126781206348,2.62899122430895,0.09115770282588878
M St & Pennsylvania Ave NW,40.324431672540264,43.22777017783858,0.5104248061573926,1.4204161417264582,2.451221786980041,0.0
8th & Eye St SE / Barracks Row,40.43981484371427,17.27838577291382,0.47835066955212985,1.1721515213539084,2.201665124884366,0.09115770282588878
Georgia Ave & Fairmont St NW,40.55150738008037,15.164158686730506,0.7240143803228414,1.0523364603514271,2.8215042325931834,1.6408386508659982
12th St & Pennsylvania Ave SE,40.6199150401146,18.660054719562243,0.44177665795977206,1.1025409463148317,2.1443367730993153,0.0
14th & G St NW,41.01857176976031,28.891928864569085,0.5067982981084707,0.6843300934475071,2.2694310960079775,0.09115770282588878
Ballston Metro / Stuart St & 9th St N,41.15096375483272,20.03830369357045,0.5803157677849387,0.7692923404528448,2.4569558538702996,0.09115770282588878
Reservoir Rd & 38th St NW,41.17424127565779,32.39945280437757,0.5919863787962644,0.6129514133201696,1.967238602920762,0.09115770282588878
Maryland Ave & E St NE,41.27106284831164,34.30232558139535,0.4193088265578756,0.8696384687582842,1.8821756634373168,0.0
Takoma Metro,41.57791558702676,19.29206566347469,0.6363846416679998,0.6469816960886433,1.8447030006123697,0.5469462169553327
New Hampshire Ave & Ward Pl NW,41.70304520858379,61.84678522571819,0.3865856163116723,0.9579292393004522,2.0455462076937896,0.0
Maine Ave & 7th St SW,41.74406319900864,53.1703146374829,0.537497773170635,1.2980307795257136,3.139386526114215,0.09115770282588878
Eastern Market / 7th & North Carolina Ave SE,41.764805210947095,43.71887824897401,0.4502399489678508,1.4032311971295321,2.019459175356365,0.0
14th & Otis Pl NW,42.169605326182705,45.35909712722298,0.49247363383957854,1.0052548453236723,1.8593430314042014,0.0
Fort Totten Metro,42.27631491373472,25.816005471956224,0.6222237016436388,0.8448076778779151,2.228065709533992,0.27347310847766637
14th & L St NW,42.33951602251545,33.24418604651163,0.43273596161170863,0.6456299364400803,1.9195595610694218,0.0
15th & K St NW,42.367146582284555,24.883036935704514,0.5072664128265794,0.5865057885522473,1.9146928865711859,0.0
16th & Irving St NW,42.47682244332629,39.82831737346101,0.4943737098913177,0.9906550721765712,1.9265725925713901,0.0
Wilson Blvd & N Quinn St,42.49441362696973,14.370725034199726,0.5504687252480827,1.1939622812979092,2.104165350738674,0.27347310847766637
New Hampshire & Gallatin St NW,42.524152156178694,12.825581395348838,0.6017077218682122,0.8607272028934482,2.1041019668737064,0.5469462169553327
1st & M St NE,42.57103381665142,97.03351573187415,0.36631331517895854,1.000065547135358,1.8892336987840976,0.0
Rosslyn Metro / Wilson Blvd & N Moore St,42.60461972697975,28.053351573187413,0.5077632656467844,1.0426456141313658,2.1436993367722916,0.0
8th & East Capitol St NE,42.62202331896175,18.303009575923394,0.45643516244357085,1.14102545473976,2.1968599033816427,0.0
Eads St & 12th St S,42.64470458465373,19.49863201094391,0.604269515994617,1.228534107877881,3.3218026527469946,0.3646308113035551
Clarendon Metro / Wilson Blvd & N Highland St,42.728757156712504,26.090971272229822,0.49992865119031615,1.017314959403745,2.2708603145235893,0.0
10th & G St NW,42.809420267046114,24.234610123119015,0.45787085808437455,0.8321395783669976,2.112671639450754,0.0
2nd & V St SW / James Creek Marina,42.86538724777049,14.91655266757866,0.5675741202205342,0.9933124361522853,2.688622048172875,0.09115770282588878
M St & New Jersey Ave SE,43.052830478019324,21.846785225718193,0.523662788773041,0.8858238898708625,2.257673444646498,0.09115770282588878
11th & Kenyon St NW,43.08504232457553,63.45075239398085,0.508113818174321,1.107071973691859,1.9331485931096575,0.0
Maine Ave & Water St SW,43.708175502952926,19.389192886456907,0.8489789786119417,1.3841177590139098,2.5541135543831275,1.9143117593436645
Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,43.732060483446254,15.911080711354309,0.5411373056943217,0.9376265576657541,2.0940933977455716,0.0
21st & I St NW,43.951281740819056,47.454172366621066,0.47942571500325376,0.5469389985058907,1.5150067745319773,0.0
19th & East Capitol St SE,44.08334370810962,14.011627906976743,0.546143877109098,0.833207716294479,1.9733903540033264,0.3646308113035551
22nd & H St NW,44.10835349055942,26.7749658002736,0.512750589743059,0.7296293389204901,1.7478764673283291,0.0
Calvert & Biltmore St NW,44.45018920852636,21.658686730506155,0.5455487879478496,1.1129772587995228,2.0825412147456954,0.09115770282588878
10th & U St NW,44.68872195276705,27.337893296853625,0.47711006606241396,1.2976932962068206,1.8421767897707546,0.09115770282588878
21st St & G st NW,44.736804030169026,38.82147742818057,0.46603158149177487,0.6980090524327861,1.759900944861743,0.0
Main Line Blvd & E Glebe,44.97829331214484,10.170998632010944,0.5438004569019156,0.9159013829251235,2.632547268750187,0.09115770282588878
14th & Harvard St NW,45.03288718165492,20.409028727770178,0.5201970599395936,0.8963227494608359,1.6238152978149514,0.09115770282588878
North Capitol & K St NE,45.058530757682156,14.348837209302326,0.7516361846934903,0.8467444501686023,1.7425056623884176,0.4557885141294439
15th St & Constitution Ave NW,45.0957714653876,44.34610123119015,0.6778966861882376,1.536864064885245,3.6913369837183154,1.1850501367365542
37th & O St NW / Georgetown University,45.59959110909779,63.43023255813954,0.5425024364802985,0.8944418021078013,1.3915990484570013,0.18231540565177756
1st & D St SE,45.61976893265436,33.803693570451436,0.4876385804298105,0.554018601330705,2.1589573074063164,0.0
Crystal Dr & 15th St S,45.700730950922264,13.533515731874145,0.5510441162998615,1.048266938641667,2.7940817751310063,0.27347310847766637
3000 Connecticut Ave NW / National Zoo,45.846648855902394,17.70451436388509,0.5112994240776046,1.192134067157257,2.0118645340542165,0.0
Connecticut & Nebraska Ave NW,45.85995761163193,12.631326949384405,0.5555884048665145,1.0889129273640512,2.105133606305176,0.09115770282588878
USDA / 12th & C St SW,45.8652665120667,17.456224350205197,0.713675127339315,1.0952409053692223,3.301831254915178,1.0938924339106655
New Jersey Ave & F St NW,45.9418388384262,51.634746922024625,0.5045313347148578,0.5752296695395089,1.539558742965287,0.0
Wisconsin Ave & Newark St NW,46.313523639979806,22.612175102599178,0.5586107264477873,1.1085690574493245,2.0517098615373035,0.18231540565177756
36th & Calvert St NW / Glover Park,46.89573538460145,12.439124487004104,0.6257208854986382,1.1896104847500841,2.134586575584033,0.7292616226071102
7th St & Massachusetts Ave NE,46.98338123546662,20.837893296853625,0.4519689300417643,0.9835390626375411,2.2511668294800824,0.0
15th & M St NW,47.13850071115941,39.18331053351573,0.465921821051061,0.6363565491394659,2.0368656650268138,0.0
19th & G St NW,47.388784312698476,23.521203830369355,0.6362823442259484,0.27654554081239496,1.7132996686463196,0.0
5th & F St NW,47.4300683906113,28.525991792065664,0.4401599466411553,0.8395922590152152,1.6771541501976284,0.27347310847766637
New Jersey Ave & N St NW/Dunbar HS,47.46109469881176,29.265389876880985,0.40963544805114577,0.985658404413242,1.8394826491136902,0.0
1st & M St SE,47.567990958934146,37.341997264021884,0.5213356955009648,0.9680143536862191,2.88173146387132,0.0
1st & N St SE,47.76805059794521,32.89124487004104,0.6665430255500152,1.444416184632935,3.437335511389418,0.7292616226071102
Hardy Rec Center,47.87645653951351,11.764021887824898,0.701755805022167,0.9608944219747222,2.8016346218262207,0.7292616226071102
New Jersey Ave & H St SE,47.98302193001226,34.79616963064296,0.7718839785771954,1.1186276775407786,1.8322809427775477,0.5469462169553327
3rd & M St SE,48.066347285186325,16.301641586867305,0.7578237130349705,0.4084519271339053,1.774866287094548,0.3646308113035551
4th & C St SW,48.2248992476762,44.41655266757866,0.508096609419128,0.9907764250584536,2.959528491317873,0.09115770282588878
18th & R St NW,48.227406193256854,51.62995896032832,0.3861493455927169,1.0060168272888852,1.8157485808518061,0.0
10th & Monroe St NE,48.37201504355731,12.377564979480164,0.5605275076677547,1.1308093545923197,2.301386586160534,0.3646308113035551
Wilson Blvd & N Quincy St,48.50344336462899,15.121751025991792,0.5556945828932807,0.9230455105814671,2.2013032662773093,0.0
20th & E St NW,48.869973270980054,22.265389876880985,0.4919857171559237,0.6511090021058316,1.8510488482400551,0.0
Washington & Independence Ave SW/HHS,48.99814715936689,37.21067031463748,0.5688562596613916,1.0847280214082726,3.1262060098099913,0.3646308113035551
Court House Metro / 15th St & N Uhle St,49.235628062984375,19.093707250341996,0.544723299917196,0.915410549057472,2.3603506888531043,0.09115770282588878
4th & E St SW,49.35554576545273,28.96169630642955,0.4980370696353049,0.7890934223185688,2.6157412013545733,0.09115770282588878
Braddock Rd Metro South,49.38937383104378,12.78248974008208,0.5808486219781833,0.6137030024599491,2.0132031146523897,0.0
Connecticut Ave & R St NW,49.5702097427304,46.49452804377565,0.41842378181699125,1.0970245886365118,1.9389622857494657,0.09115770282588878
4th & M St SE,49.652387110229,28.676470588235293,0.4146980835590234,0.8935103329148928,2.0393854998442467,0.0
Harvard St & Adams Mill Rd NW,49.991150558353816,16.058823529411764,0.7244930437900118,1.8293860559662913,2.8033649292871408,2.187784867821331
4th & East Capitol St NE,50.47447551801353,35.36320109439124,0.4388729315875533,1.0488316688708375,2.1026342174824535,0.0
Constitution Ave & 2nd St NW/DOL,50.86831191544373,43.94801641586867,0.5575743384026839,1.0606405623208606,2.8979297175193865,0.5469462169553327
12th & U St NW,51.49376613104859,27.79480164158687,0.5165536484120108,0.9998120940686002,1.8014719709496483,0.18231540565177756
Park Rd & Holmead Pl NW,52.12846184948224,55.930916552667576,0.4951727356474679,1.0123862285541934,2.0061517998171086,0.09115770282588878
Wilson Blvd & N Edgewood St,52.29720572142402,11.969904240766073,0.5838088091554507,1.1556884488203432,2.062689585439838,0.27347310847766637
Wisconsin Ave & Rodman St NW,52.62932289529403,10.127222982216143,0.783391940288217,0.8891730849225582,1.7746540263702735,1.1850501367365542
17th & K St NW / Farragut Square,52.646215795137984,41.810533515731876,0.5123288063637881,0.472891233945905,1.7826557832822534,0.0
2nd St & Seaton Pl NE,52.93873620537364,18.109439124487004,0.5162869838665045,1.1194237199756256,1.9472715997269257,0.3646308113035551
Langston Blvd & N Adams St,53.23758333383949,12.92954856361149,0.5242311949563908,0.9542059043742355,2.1846450192625206,0.09115770282588878
Metro Center / 12th & G St NW,53.2827912169162,43.799589603283174,0.453810446470319,0.7383364136468225,2.1073289566043187,0.0
Rhode Island Ave & V St NE,53.69625205607381,10.24076607387141,0.5879792783828127,0.9989331750583624,1.8962898911016837,0.3646308113035551
West Hyattsville Metro,54.24417686144061,11.478796169630643,0.7420285307329819,0.830301640525532,1.9505244024533677,1.1850501367365542
11th & C St SE,54.33251532468522,20.403556771545826,0.4419350488124778,0.983689202316778,2.035819767841198,0.0
L'Enfant Plaza / 7th & C St SW,55.13782308063896,29.163474692202463,0.496090750330011,0.8946389268683096,2.551109041245763,0.0
18th St & Pennsylvania Ave NW,55.255320187134686,28.344733242134062,0.6061122796723046,0.31609912194688344,2.021257744555222,0.0
14th St & New York Ave NW,55.94952163330811,22.062927496580027,0.5823054823254089,0.5820097441637818,2.280315172868564,0.0
Potomac Ave & 8th St SE,56.04490132480491,12.367305061559508,0.5178030985268598,0.7689598318376331,2.078886167968088,0.09115770282588878
Georgetown Harbor / 30th St NW,56.6509062320671,37.41518467852257,0.6212209281279806,1.4670845119146945,3.1231086291716523,0.9115770282588878
10th & E St NW,56.803965573384204,30.734610123119015,0.47207193516223794,0.933309568967115,2.4736380463655747,0.09115770282588878
Crystal Dr & 23rd St S,57.365413312567185,11.554719562243502,0.6044464914663267,0.8574988733570224,3.0651819937902642,0.18231540565177756
Eads St & 15th St S,57.37032710442131,12.104651162790697,0.6565982365838552,0.8440107000203885,2.8676301054018443,0.27347310847766637
