station,daily_avg,total_trips,mape,rmse,mae,correlation,mape_rank
Braddock Rd Metro South,12.78248974008208,18688,49.38937383104378,5.141943174173974,4.109880448932287,0.7027527508293484,204.0
Connecticut Ave & R St NW,46.49452804377565,67975,49.5702097427304,22.4706892362328,18.844476790522105,0.7486415468674801,205.0
4th & M St SE,28.676470588235293,41925,49.652387110229,11.099891099593089,8.800895750563251,0.6480121198984868,206.0
Harvard St & Adams Mill Rd NW,16.058823529411764,23478,49.991150558353816,8.16872502366087,6.160405398794349,0.7475254454568898,207.0
4th & East Capitol St NE,35.36320109439124,51701,50.47447551801353,15.914072801354738,12.952776947005663,0.7494213756235908,208.0
Constitution Ave & 2nd St NW/DOL,43.94801641586867,64252,50.86831191544373,16.2077851079588,12.506755767503613,0.7514606966694163,209.0
12th & U St NW,27.79480164158687,40636,51.49376613104859,13.6738035836215,10.699582003267036,0.6213073851282727,210.0
Park Rd & Holmead Pl NW,55.930916552667576,81771,52.12846184948224,33.79217112311173,28.26500191573519,0.5944534017214117,211.0
Wilson Blvd & N Edgewood St,11.969904240766073,17500,52.29720572142402,5.559349098922323,4.48604311874741,0.7721254474796125,212.0
Wisconsin Ave & Rodman St NW,10.127222982216143,14806,52.62932289529403,5.160173026705417,4.108953239714886,0.6638087027165114,213.0
17th & K St NW / Farragut Square,41.810533515731876,61127,52.646215795137984,13.455319872668092,9.997780288053846,0.8392472172303861,214.0
2nd St & Seaton Pl NE,18.109439124487004,26476,52.93873620537364,10.770642863867993,8.785370506966789,0.696405950515195,215.0
Langston Blvd & N Adams St,12.92954856361149,18903,53.23758333383949,8.228395379466328,6.352237022935114,0.5777476603492966,216.0
Metro Center / 12th & G St NW,43.799589603283174,64035,53.2827912169162,15.710891449558728,12.834944470052314,0.7733179866631319,217.0
Rhode Island Ave & V St NE,10.24076607387141,14972,53.69625205607381,5.66030336054456,4.4951862227509665,0.5867332573182373,218.0
West Hyattsville Metro,11.478796169630643,16782,54.24417686144061,9.27613418127209,7.838337350740281,0.6913881601661788,219.0
11th & C St SE,20.403556771545826,29830,54.33251532468522,10.30065219786437,8.479031167169882,0.7646039991240406,220.0
L'Enfant Plaza / 7th & C St SW,29.163474692202463,42637,55.13782308063896,12.493411824707477,9.67827322283291,0.6790320613530613,221.0
18th St & Pennsylvania Ave NW,28.344733242134062,41440,55.255320187134686,9.069199807229724,6.724634648594,0.8376952706077329,222.0
